order_date,pizza_name,pizza_category,total_kuantitas,total_amount,total_profit,total_complain
2025-01-01,THE SPICY ITALIAN PIZZA,SUPREME,5,773550.0,169371.0,0
2025-01-01,THE SPINACH AND FETA PIZZA,VEGGIE,2,328050.0,73872.0,1
2025-01-01,THE SPINACH PESTO PIZZA,VEGGIE,2,269325.0,38475.0,0
2025-01-01,THE SPINACH SUPREME PIZZA,SUPREME,5,603450.0,93150.0,0
2025-01-01,THE THAI CHICKEN PIZZA,CHICKEN,8,1279800.0,235548.0,1
2025-01-01,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,3,358425.0,98334.0,0
2025-01-02,THE BARBECUE CHICKEN PIZZA,CHICKEN,9,1253475.0,301806.0,0
2025-01-02,THE BIG MEAT PIZZA,CLASSIC,8,777600.0,125064.0,2
2025-01-02,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,5,775575.0,201690.0,1
2025-01-02,THE CHICKEN ALFREDO PIZZA,CHICKEN,1,135675.0,25353.0,0
2025-01-02,THE CHICKEN PESTO PIZZA,CHICKEN,2,271350.0,52893.0,1
2025-01-02,THE CLASSIC DELUXE PIZZA,CLASSIC,6,753300.0,158112.0,0
2025-01-02,THE FIVE CHEESE PIZZA,VEGGIE,6,899100.0,150660.0,1
2025-01-02,THE FOUR CHEESE PIZZA,VEGGIE,3,410265.0,85941.0,0
2025-01-02,THE GREEK PIZZA,CLASSIC,7,919350.0,186705.0,0
2025-01-02,THE GREEN GARDEN PIZZA,VEGGIE,1,97200.0,15390.0,1
2025-01-02,THE HAWAIIAN PIZZA,CLASSIC,10,1115775.0,238788.0,1
2025-01-02,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,7,984150.0,145881.0,1
2025-01-02,THE ITALIAN SUPREME PIZZA,SUPREME,8,1174500.0,203715.0,2
2025-01-02,THE ITALIAN VEGETABLES PIZZA,VEGGIE,4,512325.0,104166.0,0
2025-01-02,THE MEDITERRANEAN PIZZA,VEGGIE,1,164025.0,25353.0,0
2025-01-02,THE MEXICANA PIZZA,VEGGIE,5,751275.0,190593.0,0
2025-01-02,THE NAPOLITANA PIZZA,CLASSIC,6,858600.0,215136.0,1
2025-01-02,THE PEPPER SALAMI PIZZA,SUPREME,4,536625.0,128061.0,0
2025-01-02,THE PEPPERONI PIZZA,CLASSIC,12,1215000.0,278964.0,0
2025-01-02,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,1,89100.0,25110.0,1
2025-01-02,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,4,571050.0,109188.0,0
2025-01-02,THE SICILIAN PIZZA,SUPREME,6,886950.0,164025.0,0
2025-01-02,THE SOPPRESSATA PIZZA,SUPREME,4,672300.0,89100.0,0
2025-01-02,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,6,781650.0,152037.0,1
2025-01-02,THE SPICY ITALIAN PIZZA,SUPREME,11,1680750.0,363042.0,1
2025-01-02,THE SPINACH AND FETA PIZZA,VEGGIE,4,522450.0,98334.0,0
2025-01-02,THE SPINACH PESTO PIZZA,VEGGIE,2,269325.0,38475.0,0
2025-01-02,THE SPINACH SUPREME PIZZA,SUPREME,8,1010475.0,192537.0,2
2025-01-02,THE THAI CHICKEN PIZZA,CHICKEN,9,1253475.0,224856.0,4
2025-01-02,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,5,785700.0,205254.0,1
2025-01-03,THE BARBECUE CHICKEN PIZZA,CHICKEN,7,1014525.0,239355.0,0
2025-01-03,THE BIG MEAT PIZZA,CLASSIC,8,777600.0,125064.0,3
2025-01-03,THE BRIE CARRE PIZZA,SUPREME,1,191565.0,21060.0,0
2025-01-03,THE CALABRESE PIZZA,SUPREME,1,131625.0,16605.0,0
2025-01-03,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,12,1757700.0,458946.0,1
2025-01-03,THE CHICKEN ALFREDO PIZZA,CHICKEN,5,775575.0,163701.0,1
2025-01-03,THE CHICKEN PESTO PIZZA,CHICKEN,3,407025.0,79785.0,0
2025-01-03,THE CLASSIC DELUXE PIZZA,CLASSIC,5,652050.0,163620.0,1
2025-01-03,THE FIVE CHEESE PIZZA,VEGGIE,4,599400.0,100440.0,1
2025-01-03,THE FOUR CHEESE PIZZA,VEGGIE,7,965925.0,203553.0,0
2025-01-03,THE GREEK PIZZA,CLASSIC,7,1182600.0,266004.0,0
2025-01-03,THE GREEN GARDEN PIZZA,VEGGIE,1,129600.0,33534.0,0
2025-01-03,THE HAWAIIAN PIZZA,CLASSIC,8,919350.0,184032.0,0
2025-01-03,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,3,392850.0,58725.0,0
2025-01-03,THE ITALIAN SUPREME PIZZA,SUPREME,4,637875.0,90396.0,0
2025-01-03,THE ITALIAN VEGETABLES PIZZA,VEGGIE,3,475875.0,132840.0,0
2025-01-03,THE MEDITERRANEAN PIZZA,VEGGIE,3,390825.0,60750.0,0
2025-01-03,THE MEXICANA PIZZA,VEGGIE,4,587250.0,147582.0,0
2025-01-03,THE NAPOLITANA PIZZA,CLASSIC,6,749250.0,115506.0,1
2025-01-03,THE PEPPER SALAMI PIZZA,SUPREME,5,805950.0,225828.0,0
2025-01-03,THE PEPPERONI PIZZA,CLASSIC,8,832275.0,193185.0,0
2025-01-03,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,2,178200.0,50220.0,0
2025-01-03,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,7,874800.0,161190.0,2
2025-01-03,THE SICILIAN PIZZA,SUPREME,7,856575.0,130005.0,0
2025-01-03,THE SOPPRESSATA PIZZA,SUPREME,1,168075.0,22275.0,0
2025-01-03,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,5,775575.0,121986.0,0
2025-01-03,THE SPICY ITALIAN PIZZA,SUPREME,4,569025.0,108702.0,0
2025-01-03,THE SPINACH AND FETA PIZZA,VEGGIE,2,293625.0,52812.0,0
2025-01-03,THE SPINACH PESTO PIZZA,VEGGIE,6,840375.0,112185.0,1
2025-01-03,THE SPINACH SUPREME PIZZA,SUPREME,2,234900.0,37422.0,0
2025-01-03,THE THAI CHICKEN PIZZA,CHICKEN,10,1453950.0,256122.0,0
2025-01-03,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,7,943650.0,259443.0,2
2025-01-04,THE BARBECUE CHICKEN PIZZA,CHICKEN,11,1654425.0,380052.0,0
2025-01-04,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-01-04,THE CALABRESE PIZZA,SUPREME,2,230850.0,33939.0,0
2025-01-04,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,5,743175.0,202257.0,0
2025-01-04,THE CHICKEN ALFREDO PIZZA,CHICKEN,5,645975.0,126279.0,0
2025-01-04,THE CHICKEN PESTO PIZZA,CHICKEN,1,168075.0,28755.0,0
2025-01-04,THE CLASSIC DELUXE PIZZA,CLASSIC,4,627750.0,150579.0,0
2025-01-04,THE FIVE CHEESE PIZZA,VEGGIE,4,599400.0,100440.0,0
2025-01-04,THE FOUR CHEESE PIZZA,VEGGIE,4,529740.0,108540.0,0
2025-01-04,THE GREEK PIZZA,CLASSIC,4,453600.0,89262.0,0
2025-01-04,THE GREEN GARDEN PIZZA,VEGGIE,3,324000.0,64314.0,0
2025-01-04,THE HAWAIIAN PIZZA,CLASSIC,4,411075.0,79542.0,0
2025-01-04,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,3,429300.0,64557.0,1
2025-01-04,THE ITALIAN SUPREME PIZZA,SUPREME,5,637875.0,136971.0,1
2025-01-04,THE ITALIAN VEGETABLES PIZZA,VEGGIE,3,409050.0,93312.0,0
2025-01-04,THE MEXICANA PIZZA,VEGGIE,2,226800.0,55971.0,2
2025-01-04,THE NAPOLITANA PIZZA,CLASSIC,5,652050.0,102546.0,1
2025-01-04,THE PEPPER SALAMI PIZZA,SUPREME,1,133650.0,29808.0,0
2025-01-04,THE PEPPERONI PIZZA,CLASSIC,4,382725.0,85779.0,1
2025-01-04,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,2,230850.0,55323.0,0
2025-01-04,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,5,637875.0,137700.0,0
2025-01-04,THE SICILIAN PIZZA,SUPREME,3,362475.0,57510.0,0
2025-01-04,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,1,103275.0,30942.0,0
2025-01-04,THE SPICY ITALIAN PIZZA,SUPREME,6,974025.0,203310.0,1
2025-01-04,THE SPINACH AND FETA PIZZA,VEGGIE,4,421200.0,52569.0,0
2025-01-04,THE SPINACH PESTO PIZZA,VEGGIE,3,402975.0,55323.0,1
2025-01-04,THE SPINACH SUPREME PIZZA,SUPREME,4,538650.0,102870.0,0
2025-01-04,THE THAI CHICKEN PIZZA,CHICKEN,5,775575.0,134217.0,1
2025-01-04,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,1,129600.0,36774.0,0
2025-01-05,THE BARBECUE CHICKEN PIZZA,CHICKEN,2,303750.0,71037.0,0
2025-01-05,THE BIG MEAT PIZZA,CLASSIC,4,388800.0,62532.0,1
2025-01-05,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-01-05,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,8,1085400.0,240165.0,2
2025-01-05,THE CHICKEN ALFREDO PIZZA,CHICKEN,9,1253475.0,240489.0,1
2025-01-05,THE CHICKEN PESTO PIZZA,CHICKEN,2,336150.0,57510.0,0
2025-01-05,THE CLASSIC DELUXE PIZZA,CLASSIC,9,1077300.0,225261.0,2
2025-01-05,THE FIVE CHEESE PIZZA,VEGGIE,6,899100.0,150660.0,0
2025-01-05,THE FOUR CHEESE PIZZA,VEGGIE,5,649215.0,131139.0,1
2025-01-05,THE GREEK PIZZA,CLASSIC,2,263250.0,39447.0,0
2025-01-05,THE GREEN GARDEN PIZZA,VEGGIE,2,226800.0,48924.0,0
2025-01-05,THE HAWAIIAN PIZZA,CLASSIC,5,522450.0,116073.0,1
2025-01-05,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,3,324000.0,49167.0,0
2025-01-05,THE ITALIAN SUPREME PIZZA,SUPREME,6,870750.0,179334.0,1
2025-01-05,THE ITALIAN VEGETABLES PIZZA,VEGGIE,3,342225.0,53784.0,1
2025-01-05,THE MEDITERRANEAN PIZZA,VEGGIE,1,164025.0,25353.0,0
2025-01-05,THE MEXICANA PIZZA,VEGGIE,3,457650.0,116802.0,0
2025-01-05,THE NAPOLITANA PIZZA,CLASSIC,5,652050.0,102546.0,2
2025-01-05,THE PEPPER SALAMI PIZZA,SUPREME,4,637875.0,176823.0,0
2025-01-05,THE PEPPERONI PIZZA,CLASSIC,6,585225.0,128952.0,1
2025-01-05,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,3,400950.0,87399.0,0
2025-01-05,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,3,469800.0,91854.0,0
2025-01-05,THE SICILIAN PIZZA,SUPREME,6,660150.0,140130.0,1
2025-01-05,THE SOPPRESSATA PIZZA,SUPREME,2,234900.0,41310.0,0
2025-01-05,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,4,607500.0,72900.0,1
2025-01-05,THE SPICY ITALIAN PIZZA,SUPREME,3,469800.0,95904.0,0
2025-01-05,THE SPINACH AND FETA PIZZA,VEGGIE,3,423225.0,68688.0,1
2025-01-05,THE SPINACH PESTO PIZZA,VEGGIE,4,637875.0,72009.0,2
2025-01-05,THE SPINACH SUPREME PIZZA,SUPREME,2,269325.0,51435.0,0
2025-01-05,THE THAI CHICKEN PIZZA,CHICKEN,6,878850.0,153171.0,1
2025-01-05,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,2,259200.0,73548.0,0
2025-01-06,THE BARBECUE CHICKEN PIZZA,CHICKEN,4,607500.0,142074.0,0
2025-01-06,THE BIG MEAT PIZZA,CLASSIC,6,583200.0,93798.0,0
2025-01-06,THE BRIE CARRE PIZZA,SUPREME,1,191565.0,21060.0,0
2025-01-06,THE CALABRESE PIZZA,SUPREME,2,295650.0,51435.0,0
2025-01-06,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,6,878850.0,229473.0,1
2025-01-06,THE CHICKEN ALFREDO PIZZA,CHICKEN,5,678375.0,126765.0,0
2025-01-06,THE CHICKEN PESTO PIZZA,CHICKEN,2,336150.0,57510.0,0
2025-01-06,THE CLASSIC DELUXE PIZZA,CLASSIC,11,1364850.0,341334.0,0
2025-01-06,THE FIVE CHEESE PIZZA,VEGGIE,5,749250.0,125550.0,0
2025-01-06,THE FOUR CHEESE PIZZA,VEGGIE,6,820530.0,171882.0,1
2025-01-06,THE GREEK PIZZA,CLASSIC,3,542700.0,122715.0,1
2025-01-06,THE GREEN GARDEN PIZZA,VEGGIE,5,550800.0,113238.0,0
2025-01-06,THE HAWAIIAN PIZZA,CLASSIC,11,1125900.0,226233.0,0
2025-01-06,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,6,891000.0,132840.0,0
2025-01-06,THE ITALIAN SUPREME PIZZA,SUPREME,6,836325.0,196830.0,1
2025-01-06,THE MEDITERRANEAN PIZZA,VEGGIE,4,656100.0,101412.0,2
2025-01-06,THE MEXICANA PIZZA,VEGGIE,4,656100.0,172044.0,0
2025-01-06,THE NAPOLITANA PIZZA,CLASSIC,1,97200.0,12960.0,0
2025-01-06,THE PEPPER SALAMI PIZZA,SUPREME,4,437400.0,88128.0,0
2025-01-06,THE PEPPERONI PIZZA,CLASSIC,8,832275.0,203148.0,2
2025-01-06,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,2,283500.0,60426.0,0
2025-01-06,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,4,504225.0,99630.0,0
2025-01-06,THE SICILIAN PIZZA,SUPREME,5,755325.0,121095.0,0
2025-01-06,THE SOPPRESSATA PIZZA,SUPREME,1,101250.0,21060.0,0
2025-01-06,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,4,575100.0,90153.0,0
2025-01-06,THE SPICY ITALIAN PIZZA,SUPREME,6,872775.0,182169.0,0
2025-01-06,THE SPINACH AND FETA PIZZA,VEGGIE,8,976050.0,154548.0,1
2025-01-06,THE SPINACH PESTO PIZZA,VEGGIE,1,133650.0,16848.0,0
2025-01-06,THE SPINACH SUPREME PIZZA,SUPREME,2,301725.0,50625.0,1
2025-01-06,THE THAI CHICKEN PIZZA,CHICKEN,10,1518750.0,290790.0,1
2025-01-06,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,4,520425.0,143775.0,1
2025-01-07,THE BARBECUE CHICKEN PIZZA,CHICKEN,6,781650.0,184599.0,0
2025-01-07,THE BIG MEAT PIZZA,CLASSIC,6,583200.0,93798.0,0
2025-01-07,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-01-07,THE CALABRESE PIZZA,SUPREME,4,558900.0,103599.0,0
2025-01-07,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,5,710775.0,180387.0,0
2025-01-07,THE CHICKEN ALFREDO PIZZA,CHICKEN,3,407025.0,76059.0,0
2025-01-07,THE CHICKEN PESTO PIZZA,CHICKEN,6,749250.0,154953.0,0
2025-01-07,THE CLASSIC DELUXE PIZZA,CLASSIC,6,818100.0,201528.0,0
2025-01-07,THE FIVE CHEESE PIZZA,VEGGIE,5,749250.0,125550.0,0
2025-01-07,THE FOUR CHEESE PIZZA,VEGGIE,3,410265.0,85941.0,1
2025-01-07,THE GREEK PIZZA,CLASSIC,6,866700.0,187920.0,2
2025-01-07,THE GREEN GARDEN PIZZA,VEGGIE,2,226800.0,48924.0,0
2025-01-07,THE HAWAIIAN PIZZA,CLASSIC,7,812025.0,171639.0,0
2025-01-07,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,2,226800.0,34020.0,0
2025-01-07,THE ITALIAN SUPREME PIZZA,SUPREME,5,702675.0,161109.0,1
2025-01-07,THE ITALIAN VEGETABLES PIZZA,VEGGIE,4,445500.0,64638.0,0
2025-01-07,THE MEDITERRANEAN PIZZA,VEGGIE,3,388800.0,39123.0,0
2025-01-07,THE MEXICANA PIZZA,VEGGIE,1,129600.0,30780.0,0
2025-01-07,THE NAPOLITANA PIZZA,CLASSIC,1,129600.0,14094.0,0
2025-01-07,THE PEPPER SALAMI PIZZA,SUPREME,2,234900.0,49248.0,0
2025-01-07,THE PEPPERONI PIZZA,CLASSIC,14,1306125.0,309339.0,1
2025-01-07,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,3,372600.0,85536.0,0
2025-01-07,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,2,269325.0,44226.0,0
2025-01-07,THE SICILIAN PIZZA,SUPREME,8,1085400.0,219105.0,0
2025-01-07,THE SOPPRESSATA PIZZA,SUPREME,4,569025.0,83025.0,0
2025-01-07,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,2,303750.0,36450.0,0
2025-01-07,THE SPICY ITALIAN PIZZA,SUPREME,5,771525.0,156006.0,0
2025-01-07,THE SPINACH AND FETA PIZZA,VEGGIE,5,652050.0,114210.0,0
2025-01-07,THE SPINACH PESTO PIZZA,VEGGIE,2,269325.0,38475.0,0
2025-01-07,THE SPINACH SUPREME PIZZA,SUPREME,1,133650.0,18306.0,0
2025-01-07,THE THAI CHICKEN PIZZA,CHICKEN,6,911250.0,170505.0,1
2025-01-07,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,7,878850.0,242109.0,1
2025-01-08,THE BARBECUE CHICKEN PIZZA,CHICKEN,6,911250.0,213111.0,1
2025-01-08,THE BIG MEAT PIZZA,CLASSIC,7,680400.0,109431.0,0
2025-01-08,THE CALABRESE PIZZA,SUPREME,4,494100.0,67149.0,1
2025-01-08,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,7,917325.0,213516.0,1
2025-01-08,THE CHICKEN ALFREDO PIZZA,CHICKEN,5,645975.0,126279.0,1
2025-01-08,THE CHICKEN PESTO PIZZA,CHICKEN,1,168075.0,28755.0,0
2025-01-08,THE CLASSIC DELUXE PIZZA,CLASSIC,4,554850.0,148473.0,0
2025-01-08,THE FIVE CHEESE PIZZA,VEGGIE,5,749250.0,125550.0,1
2025-01-08,THE FOUR CHEESE PIZZA,VEGGIE,10,1402110.0,298566.0,3
2025-01-08,THE GREEK PIZZA,CLASSIC,3,400950.0,90477.0,0
2025-01-08,THE GREEN GARDEN PIZZA,VEGGIE,6,781650.0,152766.0,2
2025-01-08,THE HAWAIIAN PIZZA,CLASSIC,9,1008450.0,226395.0,1
2025-01-08,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,5,688500.0,102303.0,0
2025-01-08,THE ITALIAN SUPREME PIZZA,SUPREME,7,1004400.0,215055.0,1
2025-01-08,THE ITALIAN VEGETABLES PIZZA,VEGGIE,7,986175.0,239922.0,1
2025-01-08,THE MEDITERRANEAN PIZZA,VEGGIE,1,129600.0,13041.0,0
2025-01-08,THE MEXICANA PIZZA,VEGGIE,5,751275.0,190593.0,0
2025-01-08,THE NAPOLITANA PIZZA,CLASSIC,5,550800.0,67068.0,1
2025-01-08,THE PEPPER SALAMI PIZZA,SUPREME,4,605475.0,166455.0,0
2025-01-08,THE PEPPERONI PIZZA,CLASSIC,9,955800.0,220320.0,2
2025-01-08,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,5,530550.0,131139.0,1
2025-01-08,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,6,803925.0,196506.0,0
2025-01-08,THE SICILIAN PIZZA,SUPREME,10,1413450.0,223965.0,1
2025-01-08,THE SOPPRESSATA PIZZA,SUPREME,1,101250.0,21060.0,0
2025-01-08,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,5,775575.0,95661.0,0
2025-01-08,THE SPICY ITALIAN PIZZA,SUPREME,10,1478250.0,315738.0,2
2025-01-08,THE SPINACH AND FETA PIZZA,VEGGIE,7,913275.0,163377.0,2
2025-01-08,THE SPINACH SUPREME PIZZA,SUPREME,4,469800.0,74844.0,0
2025-01-08,THE THAI CHICKEN PIZZA,CHICKEN,7,1144125.0,219105.0,2
2025-01-08,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,8,974025.0,273537.0,1
2025-01-09,THE BARBECUE CHICKEN PIZZA,CHICKEN,3,374625.0,87318.0,1
2025-01-09,THE BIG MEAT PIZZA,CLASSIC,5,486000.0,78165.0,0
2025-01-09,THE BRIE CARRE PIZZA,SUPREME,1,191565.0,21060.0,0
2025-01-09,THE CALABRESE PIZZA,SUPREME,1,131625.0,16605.0,0
2025-01-09,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,5,678375.0,158517.0,0
2025-01-09,THE CHICKEN ALFREDO PIZZA,CHICKEN,3,407025.0,76059.0,1
2025-01-09,THE CHICKEN PESTO PIZZA,CHICKEN,3,439425.0,81648.0,0
2025-01-09,THE CLASSIC DELUXE PIZZA,CLASSIC,9,1040850.0,224208.0,2
2025-01-09,THE FIVE CHEESE PIZZA,VEGGIE,5,749250.0,125550.0,2
2025-01-09,THE FOUR CHEESE PIZZA,VEGGIE,6,872370.0,190026.0,0
2025-01-09,THE GREEK PIZZA,CLASSIC,8,1340550.0,257904.0,0
2025-01-09,THE GREEN GARDEN PIZZA,VEGGIE,5,518400.0,95094.0,0
2025-01-09,THE HAWAIIAN PIZZA,CLASSIC,5,496125.0,97767.0,0
2025-01-09,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,3,388800.0,56619.0,0
2025-01-09,THE ITALIAN SUPREME PIZZA,SUPREME,4,637875.0,90396.0,1
2025-01-09,THE ITALIAN VEGETABLES PIZZA,VEGGIE,4,611550.0,164916.0,1
2025-01-09,THE MEDITERRANEAN PIZZA,VEGGIE,3,390825.0,60750.0,0
2025-01-09,THE MEXICANA PIZZA,VEGGIE,3,457650.0,116802.0,0
2025-01-09,THE NAPOLITANA PIZZA,CLASSIC,2,295650.0,61398.0,0
2025-01-09,THE PEPPER SALAMI PIZZA,SUPREME,5,771525.0,206631.0,1
2025-01-09,THE PEPPERONI PIZZA,CLASSIC,8,876825.0,204282.0,2
2025-01-09,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,5,704700.0,147258.0,1
2025-01-09,THE SICILIAN PIZZA,SUPREME,6,724950.0,142965.0,0
2025-01-09,THE SOPPRESSATA PIZZA,SUPREME,3,402975.0,63585.0,1
2025-01-09,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,2,336150.0,45522.0,0
2025-01-09,THE SPICY ITALIAN PIZZA,SUPREME,5,739125.0,157869.0,1
2025-01-09,THE SPINACH AND FETA PIZZA,VEGGIE,3,388800.0,47628.0,1
2025-01-09,THE SPINACH PESTO PIZZA,VEGGIE,1,168075.0,18387.0,0
2025-01-09,THE SPINACH SUPREME PIZZA,SUPREME,4,605475.0,116073.0,0
2025-01-09,THE THAI CHICKEN PIZZA,CHICKEN,5,743175.0,136728.0,0
2025-01-09,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,2,261225.0,70227.0,0
2025-01-10,THE BARBECUE CHICKEN PIZZA,CHICKEN,6,846450.0,193185.0,0
2025-01-10,THE BIG MEAT PIZZA,CLASSIC,4,388800.0,62532.0,0
2025-01-10,THE BRIE CARRE PIZZA,SUPREME,1,191565.0,21060.0,0
2025-01-10,THE CALABRESE PIZZA,SUPREME,4,558900.0,84645.0,0
2025-01-10,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,7,1046925.0,278559.0,0
2025-01-10,THE CHICKEN ALFREDO PIZZA,CHICKEN,2,271350.0,50706.0,0
2025-01-10,THE CHICKEN PESTO PIZZA,CHICKEN,1,168075.0,28755.0,0
2025-01-10,THE CLASSIC DELUXE PIZZA,CLASSIC,8,1048950.0,232875.0,1
2025-01-10,THE FIVE CHEESE PIZZA,VEGGIE,6,899100.0,150660.0,1
2025-01-10,THE FOUR CHEESE PIZZA,VEGGIE,6,820530.0,171882.0,0
2025-01-10,THE GREEK PIZZA,CLASSIC,7,1109700.0,232065.0,0
2025-01-10,THE GREEN GARDEN PIZZA,VEGGIE,2,226800.0,48924.0,0
2025-01-10,THE HAWAIIAN PIZZA,CLASSIC,3,374625.0,73791.0,0
2025-01-10,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,2,295650.0,43578.0,0
2025-01-10,THE ITALIAN SUPREME PIZZA,SUPREME,5,704700.0,131544.0,0
2025-01-10,THE ITALIAN VEGETABLES PIZZA,VEGGIE,4,445500.0,64638.0,0
2025-01-10,THE MEDITERRANEAN PIZZA,VEGGIE,3,423225.0,51435.0,0
2025-01-10,THE MEXICANA PIZZA,VEGGIE,8,1176525.0,301806.0,1
2025-01-10,THE NAPOLITANA PIZZA,CLASSIC,2,263250.0,60264.0,0
2025-01-10,THE PEPPER SALAMI PIZZA,SUPREME,7,1040850.0,275076.0,0
2025-01-10,THE PEPPERONI PIZZA,CLASSIC,7,797850.0,188244.0,0
2025-01-10,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,4,441450.0,106029.0,0
2025-01-10,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,5,737100.0,167994.0,0
2025-01-10,THE SICILIAN PIZZA,SUPREME,3,330075.0,70065.0,0
